Year,region,Country,fertility,life,population,child_mortality,gdp
1965,Middle East & North Africa,Western Sahara,6.5779999999999985,40.256,50938.0,,
1965,Middle East & North Africa,"Yemen, Rep.",7.417999999999998,36.957,5632206.0,,
1965,South Asia,Afghanistan,7.671,34.152,10697983.0,334.1,1182.0
1965,South Asia,Bangladesh,6.877999999999999,49.652,57791778.0,236.0,1177.0
1965,South Asia,Bhutan,6.67,34.212,258559.0,305.13,1008.0
1965,South Asia,India,5.7810000000000015,45.14100000000001,496400381.0,229.6,1053.0
1965,South Asia,Maldives,7.2010000000000005,39.793,102909.0,306.6,1251.0
1965,South Asia,Nepal,5.997000000000001,40.469,10707313.0,300.0,1007.0
1965,South Asia,Pakistan,6.6,50.53,51993059.0,216.7,1421.0
1965,South Asia,Sri Lanka,4.959,61.591,11215216.0,81.6,1820.0
1965,Sub-Saharan Africa,Angola,7.43,35.007,5431135.0,297.55,4840.0
1965,Sub-Saharan Africa,Benin,6.544,39.644,2602490.0,286.9,1191.0
1965,Sub-Saharan Africa,Botswana,6.693,52.38399999999999,595697.0,148.7,1055.0
1965,Sub-Saharan Africa,Burkina Faso,6.454,36.815,5284154.0,328.0,731.0
1965,Sub-Saharan Africa,Burundi,7.1789999999999985,42.841,3212864.0,243.0,610.0
1965,Sub-Saharan Africa,Cameroon,5.949,43.74,6048706.0,257.6,1917.0
1965,Sub-Saharan Africa,Cape Verde,6.9929999999999986,49.68600000000001,240301.0,186.19,905.0
1965,Sub-Saharan Africa,Central African Rep.,5.937,38.735,1648838.0,,
1965,Sub-Saharan Africa,Chad,6.3370000000000015,39.351,3288547.0,270.28,1387.0
1965,Sub-Saharan Africa,Comoros,7.004,45.44,212097.0,266.1,1308.0
1965,Sub-Saharan Africa,"Congo, Dem. Rep.",6.089,42.257,17543319.0,257.96,2016.0
1965,Sub-Saharan Africa,"Congo, Rep.",6.098,51.47,1157905.0,163.9,2329.0
1965,Sub-Saharan Africa,Cote d'Ivoire,7.701,40.104,4423736.0,274.0,3091.0
1965,Sub-Saharan Africa,Equatorial Guinea,5.595,38.245,269429.0,268.37,1169.0
1965,Sub-Saharan Africa,Eritrea,6.752000000000002,38.731,1619301.0,251.59,974.0
1965,Sub-Saharan Africa,Ethiopia,6.864,39.0,25480202.0,248.9,727.0
1965,Sub-Saharan Africa,Gabon,4.766,42.347,501880.0,233.06,2807.0
1965,Sub-Saharan Africa,Gambia,5.83,34.076,409450.0,332.4,1412.0
1965,Sub-Saharan Africa,Ghana,6.917999999999998,47.824,7807845.0,203.1,2290.0
1965,Sub-Saharan Africa,Guinea,6.135,35.74,3822583.0,341.9,914.0
1965,Sub-Saharan Africa,Guinea-Bissau,5.1389999999999985,43.183,597695.0,273.1,1511.0
1965,Sub-Saharan Africa,Kenya,8.119,49.409,9504635.0,165.8,1952.0
1965,Sub-Saharan Africa,Lesotho,5.8020000000000005,48.26,933664.0,189.5,708.0
1965,Sub-Saharan Africa,Liberia,6.524,36.52,1261555.0,308.8,1298.0
1965,Sub-Saharan Africa,Madagascar,7.301,42.351000000000006,5764278.0,165.47,2218.0
1965,Sub-Saharan Africa,Malawi,7.101,38.928,3974682.0,353.5,433.0
1965,Sub-Saharan Africa,Mali,6.816,29.488000000000003,5597238.0,428.5,795.0
1965,Sub-Saharan Africa,Mauritania,6.799,46.648,983773.0,222.0,2542.0
1965,Sub-Saharan Africa,Mauritius,5.51,62.458,753065.0,86.4,3359.0
1965,Sub-Saharan Africa,Mayotte,7.91,58.98,30455.0,,
1965,Sub-Saharan Africa,Mozambique,6.602,37.173,8473839.0,278.9,542.0
1965,Sub-Saharan Africa,Namibia,6.2360000000000015,49.852,682554.0,108.21,6509.0
1965,Sub-Saharan Africa,Niger,7.222,35.866,3765632.0,316.83,1517.0
1965,Sub-Saharan Africa,Nigeria,6.335,39.287,51195706.0,320.5,3524.0
1965,Sub-Saharan Africa,Reunion,6.251,59.636,390531.0,,
1965,Sub-Saharan Africa,Rwanda,8.198,43.627,3220770.0,205.6,528.0
1965,Sub-Saharan Africa,Sao Tome and Principe,6.349,53.119,64803.0,97.1,1759.0
1965,Sub-Saharan Africa,Senegal,7.152,38.407,3504782.0,301.6,2137.0
1965,Sub-Saharan Africa,Seychelles,5.8420000000000005,63.684,46544.0,90.6,6184.0
1965,Sub-Saharan Africa,Sierra Leone,6.376,31.572,2373308.0,366.2,1399.0
1965,Sub-Saharan Africa,Somalia,7.261,38.982,3170982.0,259.97,1034.0
1965,Sub-Saharan Africa,South Africa,5.9110000000000005,50.96,19813932.0,169.51,9255.0
1965,Sub-Saharan Africa,South Sudan,6.8,33.788000000000004,2664019.0,345.6,2426.0
1965,Sub-Saharan Africa,Sudan,6.81,50.254,10356949.0,164.0,2220.0
1965,Sub-Saharan Africa,Swaziland,6.8020000000000005,45.767,391553.0,194.0,3059.0
1965,Sub-Saharan Africa,Tanzania,6.797999999999999,45.022,11682835.0,230.9,1189.0
1965,Sub-Saharan Africa,Togo,6.792000000000002,43.473,1699541.0,249.8,1640.0
1965,Sub-Saharan Africa,Uganda,7.0939999999999985,46.89100000000001,8014352.0,200.0,960.0
1965,Sub-Saharan Africa,Zambia,7.292000000000002,46.929,3537265.0,189.8,3506.0
1965,Sub-Saharan Africa,Zimbabwe,7.372999999999998,53.325,4422087.0,126.2,2054.0
1966,America,Antigua and Barbuda,4.125,64.51100000000001,61032.0,66.69,5262.0
1966,America,Argentina,3.051,65.60300000000001,22622012.0,58.63,8709.0
1966,America,Aruba,3.625,67.762,57714.0,,5783.0
1966,America,Bahamas,3.893,64.8,146379.0,37.79,20007.0
1966,America,Barbados,3.807,63.64100000000001,235912.0,58.2,6544.0
1966,America,Belize,6.379,63.402,109704.0,110.69,2196.0
1966,America,Bolivia,6.586,44.536,3839751.0,254.5,3191.0
1966,America,Brazil,5.658,57.334,86735163.0,147.2,4836.0
1966,America,Canada,2.814,71.92,20078135.0,26.0,18022.0
1966,America,Chile,4.799,59.782,8849016.0,104.5,7026.0
1966,America,Colombia,6.4220000000000015,59.494,19104020.0,111.1,3868.0
1966,America,Costa Rica,6.3279999999999985,64.85,1631723.0,85.0,4953.0
1966,America,Cuba,4.54,67.57300000000001,8099779.0,44.7,9436.0
1966,America,Dominican Rep.,6.904,55.973,4015213.0,,
1966,America,Ecuador,6.488,56.242,5302370.0,151.8,5102.0
1966,America,El Salvador,6.5710000000000015,54.995,3342957.0,166.4,4819.0
1966,America,French Guiana,5.059,63.00100000000001,41100.0,,
1966,America,Grenada,5.3,62.477,94858.0,95.35,2425.0
1966,America,Guadeloupe,5.393,62.74800000000001,305052.0,,
1966,America,Guatemala,6.36,49.15600000000001,4892812.0,192.8,3955.0
1966,America,Guyana,5.228,58.958,657885.0,77.0,3535.0
1966,America,Haiti,6.109,45.518,4359031.0,263.9,1949.0
1966,America,Honduras,7.435,50.144,2417101.0,171.6,2756.0
1966,America,Jamaica,5.8210000000000015,67.04,1783255.0,66.8,6424.0
1966,America,Martinique,5.181,63.838,315566.0,,
1966,America,Mexico,6.773,59.81399999999999,46229966.0,122.0,7559.0
1966,America,Netherlands Antilles,3.63,67.67,149093.0,,
1966,America,Nicaragua,6.981,50.975,2124754.0,184.9,5890.0
1966,America,Panama,5.559,63.705,1344667.0,77.4,5352.0
1966,America,Paraguay,6.276,64.904,2235296.0,80.6,3203.0
1966,America,Peru,6.684,50.735,11796103.0,185.6,6681.0
1966,America,Puerto Rico,3.703,70.226,2614035.0,,11967.0
1966,America,Saint Lucia,6.607,61.052,98263.0,,
1966,America,Saint Vincent and the Grenadines,6.6320000000000014,63.287,86863.0,,
1966,America,Suriname,6.182,61.867,341643.0,81.87,8012.0
1966,America,Trinidad and Tobago,4.2,64.742,907340.0,56.6,10002.0
1966,America,United States,2.714,70.43,201657141.0,26.4,22495.0
1966,America,Uruguay,2.8310000000000004,68.555,2722232.0,57.6,7746.0
1966,America,Venezuela,6.2029999999999985,62.93,9375646.0,68.9,13807.0
1966,America,Virgin Islands (U.S.),5.634,66.015,52624.0,,
1966,East Asia & Pacific,Australia,2.885,70.82,11617580.0,22.1,16756.0
1966,East Asia & Pacific,Brunei,5.917999999999998,65.536,104130.0,76.33,69658.0
1966,East Asia & Pacific,Cambodia,6.815,42.332,6310320.0,232.31,1608.0
1966,East Asia & Pacific,China,6.211,56.8032,727601056.0,120.8,826.0
1966,East Asia & Pacific,Fiji,5.278,58.35,476334.0,58.5,3382.0
1966,East Asia & Pacific,French Polynesia,5.267,58.654,96177.0,,
1966,East Asia & Pacific,Guam,5.187,63.90600000000001,77789.0,,
1966,East Asia & Pacific,"Hong Kong, China",4.246,70.37100000000002,3868368.0,,7340.0
1966,East Asia & Pacific,Indonesia,5.599,43.9,106839814.0,188.2,1666.0
1966,East Asia & Pacific,Japan,1.997,71.14,98495891.0,22.6,7724.0
1966,East Asia & Pacific,Kiribati,7.165,49.618,39071.0,160.7,2796.0
1966,East Asia & Pacific,"Korea, Dem. Rep.",4.159,55.356,12671954.0,,
1966,East Asia & Pacific,"Korea, Rep.",4.987,57.63399999999999,29009251.0,,
1966,East Asia & Pacific,Laos,5.974,45.02,2447006.0,,
1966,East Asia & Pacific,"Macao, China",3.261,67.66,216869.0,,11337.0
1966,East Asia & Pacific,Malaysia,5.492000000000001,62.66,9844029.0,67.5,3578.0
1966,East Asia & Pacific,"Micronesia, Fed. Sts.",6.9,59.979,54199.0,106.07,1605.0
1966,East Asia & Pacific,Mongolia,7.599,53.097,1142272.0,211.9,1479.0
1966,East Asia & Pacific,Myanmar,6.129,47.981,23854648.0,206.66,1292.0
1966,East Asia & Pacific,New Caledonia,5.234,60.19,93684.0,,
1966,East Asia & Pacific,New Zealand,3.13158,71.14,2668595.0,22.5,19467.0
1966,East Asia & Pacific,Papua New Guinea,6.244,42.845,2208398.0,165.0,1484.0
1966,East Asia & Pacific,Philippines,6.689,59.668,31551090.0,90.4,2926.0
1966,East Asia & Pacific,Samoa,7.4620000000000015,52.76600000000001,130320.0,147.93,3580.0
1966,East Asia & Pacific,Singapore,4.074,67.056,1921095.0,33.6,6659.0
1966,East Asia & Pacific,Solomon Islands,6.47,52.208,147000.0,141.4,1230.0
1966,East Asia & Pacific,Taiwan,4.82,67.4,13321000.0,,3836.0
1966,East Asia & Pacific,Thailand,6.084,57.886,32771644.0,118.6,1945.0
1966,East Asia & Pacific,Timor-Leste,6.268,36.885,558110.0,301.2,702.0
1966,East Asia & Pacific,Tonga,6.795,63.532,76787.0,66.7,1645.0
1966,East Asia & Pacific,Vanuatu,6.626,50.047,76410.0,128.1,1593.0
1966,East Asia & Pacific,Vietnam,6.485,62.062,40880598.0,91.8,1232.0
1966,Europe & Central Asia,Albania,5.483,66.122,1922993.0,117.56,3242.0
1966,Europe & Central Asia,Armenia,3.788,68.587,2269475.0,60.86,3051.0
1966,Europe & Central Asia,Austria,2.6630000000000003,70.26,7312775.0,31.5,14898.0
1966,Europe & Central Asia,Azerbaijan,5.21,63.533,4702919.0,86.86,6241.0
1966,Europe & Central Asia,Belarus,2.483,73.38,8695396.0,28.91,4712.0
1966,Europe & Central Asia,Belgium,2.501,70.65,9479970.0,27.0,15721.0
1966,Europe & Central Asia,Bosnia and Herzegovina,3.367,63.935,3432671.0,102.15,2234.0
1966,Europe & Central Asia,Bulgaria,2.151,71.23,8265527.0,44.5,6891.0
1966,Europe & Central Asia,Channel Islands,2.475,71.391,116200.0,,
1966,Europe & Central Asia,Croatia,2.141,67.018,4131926.0,55.46,10057.0
1966,Europe & Central Asia,Cyprus,3.01,71.491,585400.0,36.5,7110.0
1966,Europe & Central Asia,Czech Rep.,2.026,70.49,9707426.0,,
1966,Europe & Central Asia,Denmark,2.615,72.48,4794927.0,20.1,19284.0
1966,Europe & Central Asia,Estonia,1.987,70.68,1306197.0,28.76,8368.0
1966,Europe & Central Asia,Finland,2.41,69.65,4576277.0,19.3,13269.0
1966,Europe & Central Asia,France,2.73,71.56,49238715.0,21.4,15158.0
1966,Europe & Central Asia,Georgia,2.737,66.086,4530176.0,82.04,4128.0
1966,Europe & Central Asia,Germany,2.438,70.74810838229999,76518660.0,30.94,18262.0
1966,Europe & Central Asia,Greece,2.32,69.895,8596595.0,46.2,9414.0
1966,Europe & Central Asia,Greenland,6.995,63.999723609200004,40715.0,,8009.0
1966,Europe & Central Asia,Hungary,1.915,69.93,10173802.0,47.6,11809.0
1966,Europe & Central Asia,Iceland,3.463,73.23,194608.0,18.5,15166.0
1966,Europe & Central Asia,Ireland,3.902,70.2,2887470.0,27.0,9416.0
1966,Europe & Central Asia,Italy,2.524,71.02,51839323.0,39.3,13279.0
1966,Europe & Central Asia,Kazakhstan,3.918,61.055,12200891.0,100.7,10202.0
1966,Europe & Central Asia,Kyrgyzstan,5.193,58.942,2655349.0,,
1966,Europe & Central Asia,Latvia,1.81,71.19,2284026.0,26.62,6639.0
1966,Europe & Central Asia,Lithuania,2.3280000000000003,71.85,3003168.0,30.33,11628.0
1966,Europe & Central Asia,Luxembourg,2.291,69.31,333465.0,27.0,25371.0
1966,Europe & Central Asia,"Macedonia, FYR",3.27,64.21600000000001,1498995.0,144.7,5300.0
1966,Europe & Central Asia,Malta,2.401,69.417,304939.0,33.1,3325.0
1966,Europe & Central Asia,Moldova,2.801,64.186,3391966.0,80.26,4499.0
1966,Europe & Central Asia,Montenegro,2.906,67.556,510527.0,65.74,8667.0
1966,Europe & Central Asia,Netherlands,2.9,73.55,12368832.0,17.9,16109.0
1966,Europe & Central Asia,Norway,2.89,74.01,3753376.0,19.0,19588.0
1966,Europe & Central Asia,Poland,2.345,69.91,31453366.0,42.6,7818.0
1966,Europe & Central Asia,Portugal,3.161,65.7,8851326.0,80.8,7733.0
1966,Europe & Central Asia,Romania,1.8867256637,67.737,19237491.0,76.4,8836.0
1966,Europe & Central Asia,Russia,2.0980000000000003,69.51,127674585.0,37.33,12823.0
1966,Europe & Central Asia,Serbia,2.464,66.041,7944927.0,59.47,8823.0
1966,Europe & Central Asia,Slovak Republic,2.637,70.44,4381278.0,33.8,9756.0
1966,Europe & Central Asia,Slovenia,2.336,69.223,1638169.0,32.48,10681.0
1966,Europe & Central Asia,Spain,2.842,71.25,32443113.0,38.8,9700.0
1966,Europe & Central Asia,Sweden,2.361,74.13,7796427.0,15.5,19222.0
1966,Europe & Central Asia,Switzerland,2.471,72.47,5916770.0,21.6,31983.0
1966,Europe & Central Asia,Tajikistan,6.602,58.667,2598074.0,167.43,4070.0
1966,Europe & Central Asia,Turkey,5.874,49.736,32556294.0,209.3,5906.0
1966,Europe & Central Asia,Turkmenistan,6.545,57.017,1949425.0,124.57,8622.0
1966,Europe & Central Asia,Ukraine,2.015,71.9,45779461.0,41.59,6756.0
1966,Europe & Central Asia,United Kingdom,2.696,71.53,54666008.0,22.8,15494.0
1966,Europe & Central Asia,Uzbekistan,6.707000000000002,61.515,10574321.0,158.44,2856.0
1966,Middle East & North Africa,Algeria,7.657,48.806,12229853.0,248.9,5478.0
1966,Middle East & North Africa,Bahrain,7.101,59.526,190734.0,114.7,26651.0
1966,Middle East & North Africa,Djibouti,6.665,46.654,124688.0,195.89,3708.0
1966,Middle East & North Africa,Egypt,6.327000000000001,50.977,32586961.0,260.3,2447.0
1966,Middle East & North Africa,Iran,6.77,48.3,25743217.0,264.16,7252.0
1966,Middle East & North Africa,Iraq,7.188,54.885,8759064.0,140.1,7306.0
1966,Middle East & North Africa,Israel,3.804,70.374,2591671.0,33.32,8504.0
1966,Middle East & North Africa,Jordan,8.052999999999999,57.279,1220890.0,110.9,5855.0
1966,Middle East & North Africa,Kuwait,7.419,63.915,535698.0,93.7,35912.0
1966,Middle East & North Africa,Lebanon,5.403,64.982,2256917.0,66.3,11047.0
1966,Middle East & North Africa,Libya,7.7429999999999986,51.581,1688870.0,186.6,43467.0
1966,Middle East & North Africa,Morocco,7.024,51.007,13703369.0,208.7,2130.0
1966,Middle East & North Africa,Oman,7.277,47.413,647678.0,281.3,5472.0
1966,Middle East & North Africa,Qatar,6.987,65.62100000000001,79189.0,78.35,63016.0
1966,Middle East & North Africa,Saudi Arabia,7.262,49.105,4957637.0,204.14,22240.0
1966,Middle East & North Africa,Syria,7.569,56.294,5561371.0,131.2,2503.0
1966,Middle East & North Africa,Tunisia,6.978,46.75899999999999,4723497.0,222.3,2690.0
1966,Middle East & North Africa,United Arab Emirates,6.816,58.26600000000001,156934.0,140.4,14505.0
1966,Middle East & North Africa,West Bank and Gaza,8.054,53.01,1184258.0,153.27,1219.0
1966,Middle East & North Africa,Western Sahara,6.593,40.619,56561.0,,
1966,Middle East & North Africa,"Yemen, Rep.",7.447,37.827,5737000.0,,
1966,South Asia,Afghanistan,7.671,34.662,10927724.0,328.7,1168.0
1966,South Asia,Bangladesh,6.901,49.734,59681186.0,232.3,1169.0
1966,South Asia,Bhutan,6.67,34.636,266072.0,298.61,1020.0
1966,South Asia,India,5.747000000000001,45.903,507115411.0,226.3,1037.0
1966,South Asia,Maldives,7.218,40.694,105325.0,297.9,1280.0
1966,South Asia,Nepal,5.996,40.863,10928950.0,293.1,1057.0
1966,South Asia,Pakistan,6.6,51.2,53359180.0,209.8,1497.0
1966,South Asia,Sri Lanka,4.849,62.11600000000001,11477133.0,78.8,1755.0
1966,Sub-Saharan Africa,Angola,7.4220000000000015,35.41,5524090.0,289.99,5043.0
1966,Sub-Saharan Africa,Benin,6.587999999999999,40.164,2646310.0,281.4,1206.0
1966,Sub-Saharan Africa,Botswana,6.698,52.764,612903.0,144.7,1142.0
1966,Sub-Saharan Africa,Burkina Faso,6.4929999999999986,37.291,5378861.0,325.2,726.0
1966,Sub-Saharan Africa,Burundi,7.216,43.106,3275465.0,244.5,623.0
1966,Sub-Saharan Africa,Cameroon,6.005,44.184,6193834.0,250.7,1973.0
1966,Sub-Saharan Africa,Cape Verde,6.99,49.959,246724.0,184.39,915.0
1966,Sub-Saharan Africa,Central African Rep.,5.945,39.282,1682880.0,,
1966,Sub-Saharan Africa,Chad,6.362,39.671,3357972.0,268.57,1334.0
1966,Sub-Saharan Africa,Comoros,7.027,45.858,216728.0,255.47,1416.0
1966,Sub-Saharan Africa,"Congo, Dem. Rep.",6.1110000000000015,42.549,18048341.0,256.38,2085.0
1966,Sub-Saharan Africa,"Congo, Rep.",6.138,51.917,1190402.0,159.4,2411.0
1966,Sub-Saharan Africa,Cote d'Ivoire,7.7570000000000014,40.736,4602382.0,267.3,3291.0
1966,Sub-Saharan Africa,Equatorial Guinea,5.619,38.546,275472.0,262.28,1203.0
1966,Sub-Saharan Africa,Eritrea,6.728,39.064,1662247.0,244.15,998.0
1966,Sub-Saharan Africa,Ethiopia,6.867000000000001,40.0,26128435.0,242.0,746.0
1966,Sub-Saharan Africa,Gabon,4.834,43.184,505765.0,222.77,2679.0
1966,Sub-Saharan Africa,Gambia,5.884,34.711,417350.0,326.5,1597.0
1966,Sub-Saharan Africa,Ghana,6.937,48.15600000000001,7986643.0,202.9,2230.0
1966,Sub-Saharan Africa,Guinea,6.14,35.891,3890947.0,339.0,917.0
1966,Sub-Saharan Africa,Guinea-Bissau,5.045,43.37300000000001,596340.0,271.95,1577.0
1966,Sub-Saharan Africa,Kenya,8.126,49.962,9822419.0,161.8,2114.0
1966,Sub-Saharan Africa,Lesotho,5.801,48.397,952235.0,188.8,707.0
1966,Sub-Saharan Africa,Liberia,6.5520000000000005,37.03,1294368.0,305.6,1348.0
1966,Sub-Saharan Africa,Madagascar,7.3039999999999985,42.828,5909996.0,159.77,2218.0
1966,Sub-Saharan Africa,Malawi,7.141,39.179,4074649.0,351.4,464.0
1966,Sub-Saharan Africa,Mali,6.837999999999999,29.959,5675700.0,421.8,811.0
1966,Sub-Saharan Africa,Mauritania,6.797999999999999,47.184,1011900.0,215.5,2531.0
1966,Sub-Saharan Africa,Mauritius,5.187,62.744,769472.0,92.7,3168.0
1966,Sub-Saharan Africa,Mayotte,7.91,59.69600000000001,31684.0,,
1966,Sub-Saharan Africa,Mozambique,6.602,37.57,8657160.0,278.1,548.0
1966,Sub-Saharan Africa,Namibia,6.263,50.403,700317.0,101.39,6590.0
1966,Sub-Saharan Africa,Niger,7.26,35.925,3879910.0,315.96,1469.0
1966,Sub-Saharan Africa,Nigeria,6.3420000000000005,39.657,52341981.0,313.8,3252.0
1966,Sub-Saharan Africa,Reunion,6.0379999999999985,60.356,405103.0,,
1966,Sub-Saharan Africa,Rwanda,8.198,43.833,3319229.0,207.0,549.0
1966,Sub-Saharan Africa,Sao Tome and Principe,6.371,53.63800000000001,65962.0,93.9,1865.0
1966,Sub-Saharan Africa,Senegal,7.189,38.386,3612246.0,300.4,2135.0
1966,Sub-Saharan Africa,Seychelles,5.894,64.023,47566.0,87.5,6185.0
1966,Sub-Saharan Africa,Sierra Leone,6.449,31.973000000000006,2414620.0,359.8,1458.0
1966,Sub-Saharan Africa,Somalia,7.2570000000000014,39.384,3254907.0,253.14,1155.0
1966,Sub-Saharan Africa,South Africa,5.836,51.348,20325179.0,164.61,9371.0
1966,Sub-Saharan Africa,South Sudan,6.819,34.21,2728851.0,342.4,2343.0
1966,Sub-Saharan Africa,Sudan,6.831,50.66,10608998.0,161.7,2140.0
1966,Sub-Saharan Africa,Swaziland,6.822,46.12300000000001,401184.0,190.3,3112.0
1966,Sub-Saharan Africa,Tanzania,6.795,45.33,12038154.0,227.5,1307.0
1966,Sub-Saharan Africa,Togo,6.851,44.098,1763332.0,244.9,1742.0
1966,Sub-Saharan Africa,Uganda,7.106,47.40600000000001,8290837.0,195.8,991.0
1966,Sub-Saharan Africa,Zambia,7.337999999999999,47.303,3647470.0,188.2,3877.0
1966,Sub-Saharan Africa,Zimbabwe,7.391,53.648,4568266.0,121.9,1985.0
1967,America,Antigua and Barbuda,4.042,64.865,62226.0,63.53,5393.0
1967,America,Argentina,3.048,65.759,22944941.0,58.52,8782.0
1967,America,Aruba,3.417,68.095,58052.0,,5927.0
1967,America,Bahamas,3.75,65.095,152623.0,33.33,21048.0
1967,America,Barbados,3.637,64.036,236443.0,55.5,7223.0
1967,America,Belize,6.358,63.971,112987.0,109.9,2248.0
1967,America,Bolivia,6.585,44.835,3929192.0,248.8,3312.0
1967,America,Brazil,5.4910000000000005,57.722,89068235.0,143.9,4888.0
1967,America,Canada,2.596,72.13,20501867.0,25.0,18240.0
1967,America,Chile,4.593,60.32100000000001,9037026.0,94.1,7114.0
1967,America,Colombia,6.25,59.871,19663029.0,108.0,3893.0
1967,America,Costa Rica,5.997000000000001,65.345,1680257.0,82.3,5094.0
1967,America,Cuba,4.433,68.171,8252314.0,45.0,10372.0
1967,America,Dominican Rep.,6.739,56.62300000000001,4137994.0,,
1967,America,Ecuador,6.417999999999998,56.622,5463176.0,148.2,5226.0
1967,America,El Salvador,6.487,55.442,3440705.0,163.5,4906.0
1967,America,French Guiana,5.006,63.798,42960.0,,
1967,America,Grenada,5.04,62.835,94937.0,92.5,2481.0
1967,America,Guadeloupe,5.3,63.339,309291.0,,
1967,America,Guatemala,6.323,49.843,5025681.0,188.3,4044.0
1967,America,Guyana,5.19,59.082,675725.0,75.9,3618.0
1967,America,Haiti,6.026,45.994,4446944.0,259.2,1869.0
1967,America,Honduras,7.417000000000002,50.734,2483231.0,165.6,2805.0
1967,America,Jamaica,5.79,67.374,1804079.0,64.5,6522.0
1967,America,Martinique,5.069,64.38600000000001,318932.0,,
1967,America,Mexico,6.777,60.172,47572205.0,119.1,7795.0
1967,America,Netherlands Antilles,3.42,68.032,151808.0,,
1967,America,Nicaragua,6.961,51.654,2189679.0,182.0,6097.0
1967,America,Panama,5.472,64.146,1384801.0,75.2,5634.0
1967,America,Paraguay,6.17,65.031,2296118.0,80.1,3315.0
1967,America,Peru,6.605,51.317,12131226.0,179.5,6733.0
1967,America,Puerto Rico,3.53,70.565,2639363.0,,12616.0
1967,America,Saint Lucia,6.507999999999999,61.494,99834.0,,
1967,America,Saint Vincent and the Grenadines,6.494,63.816,87741.0,,
1967,America,Suriname,6.053,62.239,351379.0,78.79,8199.0
1967,America,Trinidad and Tobago,3.985,64.822,922942.0,55.2,10152.0
1967,America,United States,2.564,70.76,203717833.0,25.7,22803.0
1967,America,Uruguay,2.8310000000000004,68.568,2749441.0,57.1,7315.0
1967,America,Venezuela,6.0139999999999985,63.463,9686071.0,67.5,14225.0
1967,America,Virgin Islands (U.S.),5.561,66.442,55278.0,,
1967,East Asia & Pacific,Australia,2.847,71.1,11892163.0,22.0,17570.0
1967,East Asia & Pacific,Brunei,5.8039999999999985,65.975,108968.0,72.75,70751.0
1967,East Asia & Pacific,Cambodia,6.749,42.538,6485769.0,230.62,1647.0
1967,East Asia & Pacific,China,5.252000000000002,58.38112,747678772.0,126.42,719.0
1967,East Asia & Pacific,Fiji,5.083,58.74100000000001,487922.0,57.3,3744.0
1967,East Asia & Pacific,French Polynesia,5.222,59.06100000000001,99708.0,,
1967,East Asia & Pacific,Guam,4.939,64.36,79687.0,,
1967,East Asia & Pacific,"Hong Kong, China",3.959,70.765,3901531.0,,7278.0
1967,East Asia & Pacific,Indonesia,5.582000000000002,50.246,109612753.0,182.5,1602.0
1967,East Asia & Pacific,Japan,2.02,71.43,99712724.0,21.0,8454.0
1967,East Asia & Pacific,Kiribati,7.013,50.069,40314.0,154.8,2877.0
1967,East Asia & Pacific,"Korea, Dem. Rep.",4.262,56.506,13048499.0,,
1967,East Asia & Pacific,"Korea, Rep.",4.845,58.504,29610399.0,,
1967,East Asia & Pacific,Laos,5.973,45.326,2503880.0,,
1967,East Asia & Pacific,"Macao, China",2.942,68.062,227256.0,,12148.0
1967,East Asia & Pacific,Malaysia,5.3260000000000005,63.128,10112042.0,64.3,3552.0
1967,East Asia & Pacific,"Micronesia, Fed. Sts.",6.9110000000000005,60.386,56322.0,102.34,1637.0
1967,East Asia & Pacific,Mongolia,7.591,53.701,1175616.0,209.03,1532.0
1967,East Asia & Pacific,Myanmar,6.109,48.926,24397064.0,196.85,1306.0
1967,East Asia & Pacific,New Caledonia,5.255,60.769,96089.0,,
1967,East Asia & Pacific,New Zealand,2.99758,71.52,2704213.0,22.0,18309.0
1967,East Asia & Pacific,Papua New Guinea,6.227,43.685,2258847.0,159.7,1512.0
1967,East Asia & Pacific,Philippines,6.589,59.97,32501839.0,88.5,2992.0
1967,East Asia & Pacific,Samoa,7.4,53.27,133661.0,145.29,3621.0
1967,East Asia & Pacific,Singapore,3.815,67.248,1960551.0,32.0,7331.0
1967,East Asia & Pacific,Solomon Islands,6.549,52.717,151000.0,132.8,1251.0
1967,East Asia & Pacific,Taiwan,4.598,67.5,13649000.0,,4146.0
1967,East Asia & Pacific,Thailand,6.009,58.26,33774026.0,113.9,2044.0
1967,East Asia & Pacific,Timor-Leste,6.207000000000002,37.587,568440.0,291.46,703.0
1967,East Asia & Pacific,Tonga,6.59,63.875,79049.0,62.2,1663.0
1967,East Asia & Pacific,Vanuatu,6.526,50.635,78520.0,123.0,1614.0
1967,East Asia & Pacific,Vietnam,6.4929999999999986,61.793,41883842.0,90.3,1047.0
1967,Europe & Central Asia,Albania,5.376,66.316,1976140.0,115.09,3359.0
1967,Europe & Central Asia,Armenia,3.606,69.015,2332624.0,63.13,3151.0
1967,Europe & Central Asia,Austria,2.6210000000000004,70.14,7355039.0,30.5,15228.0
1967,Europe & Central Asia,Azerbaijan,5.056,63.945,4826262.0,83.54,6458.0
1967,Europe & Central Asia,Belarus,2.427,73.13,8785093.0,27.28,4866.0
1967,Europe & Central Asia,Belgium,2.4330000000000003,70.94,9519500.0,26.2,16225.0
1967,Europe & Central Asia,Bosnia and Herzegovina,3.239,64.494,3466307.0,95.38,2227.0
1967,Europe & Central Asia,Bulgaria,2.14,70.42,8324589.0,43.8,7216.0
